Actual,Predicted_Probability,Predicted_Label,Risk_Level,Top_Features
0,0.18068388863575185,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
1,0.27730247181170886,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, StreamingMovies_Yes"
0,0.017316312053853297,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.08553600188039963,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
1,0.13147282240312783,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
0,0.01651508283405131,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, TechSupport_Yes"
1,0.6630426706949472,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges, MultipleLines_Yes"
1,0.7334263911114995,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingTV_Yes"
0,0.18164163106543432,0,Low,"InternetService_Fiber optic, TotalCharges_1284.2, TechSupport_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.24903573756188555,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, StreamingMovies_Yes, MonthlyCharges"
0,0.20417882012470154,0,Low,"InternetService_Fiber optic, tenure, TechSupport_Yes, MonthlyCharges, Contract_Two year"
0,0.22116259025580132,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, Contract_Two year, StreamingMovies_Yes"
0,0.06382512007881706,0,Low,"Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes, TechSupport_Yes"
1,0.8605905965721955,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
1,0.0673732567664041,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, StreamingMovies_Yes"
1,0.3620000370908009,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, PaymentMethod_Electronic check"
1,0.12220714975496885,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, TotalCharges_20.4, PaperlessBilling_Yes"
1,0.7031400949602286,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingTV_Yes"
0,0.210513117597439,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, Contract_Two year, MultipleLines_Yes"
0,0.5620144871683858,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, tenure, MonthlyCharges"
1,0.642235448030508,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, TotalCharges_70.1"
0,0.5963151077523369,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, Contract_One year"
1,0.5824172504661674,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, OnlineSecurity_Yes, MultipleLines_Yes"
0,0.16997051162357302,0,Low,"InternetService_Fiber optic, Contract_One year, MonthlyCharges, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.10348258846252634,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, StreamingMovies_Yes, TechSupport_Yes"
0,0.05942772241349619,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
1,0.6297909770266985,1,Medium,"tenure, InternetService_Fiber optic, TotalCharges_777.3, Contract_Two year, StreamingMovies_Yes"
1,0.7994083286765178,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, StreamingMovies_Yes"
1,0.6212949353550485,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, Contract_One year"
0,0.016720853464933443,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.006300366595544213,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.555888809493614,1,Medium,"InternetService_Fiber optic, tenure, MonthlyCharges, Contract_Two year, StreamingMovies_Yes"
0,0.010843266182401933,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.23796203324761733,0,Low,"tenure, InternetService_Fiber optic, TotalCharges_46.3, PaperlessBilling_Yes, Contract_Two year"
1,0.6826815100452943,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.03539927778505183,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
1,0.6215461648178198,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.07301152470588121,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, TechSupport_Yes, Contract_Two year"
0,0.06776994036553484,0,Low,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.020588585600022753,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, tenure, MultipleLines_Yes"
0,0.30835313348969345,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, PaperlessBilling_Yes"
1,0.7159194360940377,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, MultipleLines_Yes"
0,0.23036848224032563,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes, TechSupport_Yes"
0,0.567485238612577,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, OnlineSecurity_Yes, StreamingMovies_Yes"
1,0.775629494703292,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, StreamingTV_Yes"
0,0.40639250747901795,0,Medium,"InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, MonthlyCharges, StreamingTV_Yes"
0,0.3765878972169243,0,Low,"TotalCharges_19.95, tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges"
1,0.43858300774410547,0,Medium,"InternetService_Fiber optic, tenure, StreamingMovies_Yes, OnlineSecurity_Yes, MonthlyCharges"
1,0.4673255454783858,0,Medium,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, PaperlessBilling_Yes"
1,0.6033797306014369,1,Medium,"tenure, TotalCharges_151.3, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes"
1,0.4525337904932714,0,Medium,"TotalCharges_20.1, tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
0,0.08569667878362179,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.04262862159783001,0,Low,"Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, PaperlessBilling_Yes, tenure"
1,0.25501916317652734,0,Low,"tenure, TotalCharges_259.8, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.007680758721623653,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.14149124186970793,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
1,0.7343464589688775,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
1,0.4229080413079422,0,Medium,"tenure, InternetService_Fiber optic, TotalCharges_71.1, Contract_Two year, PaperlessBilling_Yes"
0,0.053713675776052586,0,Low,"InternetService_Fiber optic, Contract_One year, tenure, MonthlyCharges, PaperlessBilling_Yes"
0,0.2503469039850813,0,Low,"InternetService_Fiber optic, tenure, PaperlessBilling_Yes, Contract_Two year, TechSupport_Yes"
0,0.5460462088140027,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, Contract_One year"
0,0.5267380225853768,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, PaymentMethod_Electronic check"
0,0.1519568321254546,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes, Contract_Two year"
0,0.28478578386988007,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, MonthlyCharges, Contract_Two year, tenure"
1,0.55540725361982,1,Medium,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, MonthlyCharges, StreamingTV_Yes"
1,0.8364718841033608,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, TotalCharges_85"
1,0.829629762261733,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.3020750527041508,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, PaperlessBilling_Yes, Contract_Two year"
0,0.14461451177420048,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, OnlineSecurity_Yes"
0,0.43305158147553596,0,Medium,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, MonthlyCharges, PaymentMethod_Electronic check"
0,0.028431486144937276,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.06722828841554149,0,Low,"Contract_One year, InternetService_Fiber optic, MonthlyCharges, tenure, Contract_Two year"
1,0.3311166425721527,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, PaperlessBilling_Yes"
1,0.7326405740617427,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.14202776158516414,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.2234999440381902,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, Contract_Two year, MultipleLines_Yes"
1,0.6729692008754165,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, StreamingMovies_Yes"
0,0.472752891413773,0,Medium,"InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, tenure, OnlineSecurity_Yes"
0,0.072415253563925,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
1,0.7023017785538521,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, StreamingTV_Yes"
0,0.016664658490485942,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
0,0.02761233148960378,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MonthlyCharges"
0,0.03345031213825628,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, PaperlessBilling_Yes"
1,0.7504715586494516,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.11933606066497897,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, StreamingMovies_Yes, MonthlyCharges"
0,0.24136792398598134,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, MultipleLines_Yes"
1,0.5535535834859819,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, MonthlyCharges"
0,0.030575805546443933,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.013643517439884817,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes"
1,0.10698792003792802,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, StreamingMovies_Yes, OnlineSecurity_Yes"
1,0.33159383829398986,0,Low,"InternetService_Fiber optic, Contract_Two year, tenure, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.013049635178914457,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
0,0.23215525006454737,0,Low,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, Contract_Two year, PaperlessBilling_Yes"
1,0.24222361382420318,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, TechSupport_Yes"
0,0.21384067287775746,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, StreamingMovies_Yes, Contract_Two year"
1,0.18198903526376856,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year"
0,0.06326372139937174,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.2779218271275024,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, PaymentMethod_Electronic check"
0,0.2720366629306978,0,Low,"tenure, TotalCharges_20.25, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
0,0.19029694220431753,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, MultipleLines_Yes"
0,0.05255768819729501,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
1,0.726051478517457,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingTV_Yes"
0,0.584807628816211,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.15988758635827918,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
0,0.830210904423675,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
0,0.007193575230830344,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.790922695185675,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
1,0.5016544953872624,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, StreamingMovies_Yes"
0,0.13385253740656017,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.694341909292106,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.02878484171509648,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
0,0.10218183478701037,0,Low,"InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.0547946881729538,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes"
1,0.7866731297255577,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.35388957606699833,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
1,0.7190383315714558,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, TotalCharges_69.8, PaymentMethod_Electronic check"
0,0.48050570708508766,0,Medium,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, StreamingMovies_Yes"
0,0.24312867276492936,0,Low,"InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes, PaperlessBilling_Yes"
1,0.7441981031780524,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, MonthlyCharges"
0,0.04043130794964196,0,Low,"Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.14612557540779283,0,Low,"InternetService_Fiber optic, PaperlessBilling_Yes, tenure, TechSupport_Yes, Contract_Two year"
0,0.009112457509385991,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
1,0.3565907055122676,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaperlessBilling_Yes"
0,0.012102570708053076,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
0,0.48534303738456935,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, TechSupport_Yes"
1,0.6316687029033636,1,Medium,"tenure, InternetService_Fiber optic, TotalCharges_162.45, Contract_Two year, PaymentMethod_Electronic check"
0,0.04237047474439701,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
1,0.40212102848599507,0,Medium,"InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, StreamingMovies_Yes, MonthlyCharges"
1,0.5769563813128875,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.34785572901025136,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, TechSupport_Yes"
1,0.4063155291844307,0,Medium,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes, Contract_Two year"
0,0.1929813991123025,0,Low,"tenure, InternetService_Fiber optic, TotalCharges_316.9, OnlineSecurity_Yes, PaperlessBilling_Yes"
1,0.5862509594771451,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, MultipleLines_Yes"
0,0.07458331984902286,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes"
0,0.04592208834539723,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.006633688588959165,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.14983116645784852,0,Low,"InternetService_Fiber optic, Contract_One year, MonthlyCharges, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.2546381219039476,0,Low,"InternetService_Fiber optic, PaperlessBilling_Yes, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.583543669574618,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, StreamingTV_Yes"
0,0.05818261502123228,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, PaperlessBilling_Yes"
0,0.11366911330914885,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, TechSupport_Yes, StreamingMovies_Yes"
0,0.3608016265446994,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.4366815437372248,0,Medium,"InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes, tenure, Contract_Two year"
0,0.023963656058042796,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
1,0.7097347828590772,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.4258351432893766,0,Medium,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, TechSupport_Yes, MonthlyCharges"
0,0.22823396654031372,0,Low,"Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, MultipleLines_Yes"
0,0.01461868020978148,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, PaperlessBilling_Yes, TechSupport_Yes"
0,0.060432568684987135,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.03509622161583027,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.29109699353832474,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.0055318901354062,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.42979633465313466,0,Medium,"InternetService_Fiber optic, Contract_Two year, tenure, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.2291437740094364,0,Low,"InternetService_Fiber optic, tenure, MonthlyCharges, Contract_Two year, MultipleLines_Yes"
1,0.6879427764837296,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
1,0.5435838347539426,1,Medium,"InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.2274777149760658,0,Low,"tenure, TotalCharges_220.45, InternetService_Fiber optic, OnlineSecurity_Yes, MonthlyCharges"
0,0.32412839492483425,0,Low,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, TechSupport_Yes, PaymentMethod_Electronic check"
0,0.024351528175424124,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
0,0.029253984968240127,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.6742813941509906,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
1,0.8105006452189523,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.007958151652161379,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.09305114200204981,0,Low,"Contract_One year, InternetService_Fiber optic, PaperlessBilling_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.008374754167537538,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaymentMethod_Electronic check"
1,0.0707360434580507,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
1,0.5653561041280761,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
1,0.6389923018779112,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, tenure, PaymentMethod_Electronic check"
0,0.5759262330029914,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges, tenure"
0,0.05569453667757672,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes"
0,0.04968790287866325,0,Low,"Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, tenure, PaperlessBilling_Yes"
0,0.004441106393286376,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.005693109435026873,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.20737914193986373,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
1,0.10651343432312699,0,Low,"InternetService_Fiber optic, MonthlyCharges, tenure, PaperlessBilling_Yes, Contract_Two year"
0,0.014741403586119894,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes"
0,0.004604408316617565,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.2954237550011532,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, Contract_Two year, StreamingMovies_Yes"
0,0.5160319673690617,1,Medium,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, TechSupport_Yes"
0,0.07174360311994282,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.5743208201125375,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, MultipleLines_Yes, StreamingTV_Yes"
0,0.4830523906879207,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, MultipleLines_Yes, StreamingMovies_Yes"
0,0.10797291544185492,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes, TechSupport_Yes"
1,0.6112485492413164,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, PaymentMethod_Electronic check"
1,0.6725062938312532,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, StreamingMovies_Yes"
0,0.11538168417697708,0,Low,"tenure, InternetService_Fiber optic, PaperlessBilling_Yes, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.04035734357613575,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, MultipleLines_Yes"
1,0.6597672392711975,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.433431525196144,0,Medium,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, PaperlessBilling_Yes"
0,0.014732062191868596,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.009661191465676412,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
0,0.2807796661481325,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.07038663486897803,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
1,0.7420524445044073,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.06402073246514023,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, TotalCharges_2640.55, OnlineSecurity_Yes"
0,0.10414105439521697,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.03280454375714041,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.44199740149635036,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, StreamingTV_Yes"
0,0.15663796708097869,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
0,0.1628263697695389,0,Low,"TotalCharges_816.8, InternetService_Fiber optic, tenure, StreamingMovies_Yes, OnlineSecurity_Yes"
0,0.04388566899865706,0,Low,"Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, StreamingMovies_Yes"
0,0.4706612622738081,0,Medium,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, Contract_Two year, PaperlessBilling_Yes"
0,0.10368500021634644,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
1,0.5185894537383136,1,Medium,"InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.17585771376817835,0,Low,"InternetService_Fiber optic, tenure, TechSupport_Yes, MonthlyCharges, Contract_Two year"
0,0.007688104647155759,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.6713120264850182,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges, MultipleLines_Yes"
0,0.19791666202392055,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes, StreamingMovies_Yes"
1,0.3071472607943624,0,Low,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, Contract_Two year, MultipleLines_Yes"
0,0.016699578155058365,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, TechSupport_Yes"
0,0.00806182477352925,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.009705574407812652,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
